disease_name,symptoms,Description,precautions,tablets,message_hinglish
Migraine,acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Migraine ho sakta hai.
Cervical spondylosis,back pain weakness in limbs neck pain dizziness loss of balance,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Cervical spondylosis ho sakta hai.
Paralysis (brain hemorrhage),vomiting headache weakness of one body side altered sensorium,"Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.","massage, eat healthy, exercise, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Paralysis (brain hemorrhage) ho sakta hai.
Jaundice,itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Jaundice ho sakta hai.
Malaria,chills vomiting high fever sweating headache nausea diarrhoea muscle pain,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,"Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Malaria ho sakta hai.
Chicken pox,itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.","use neem in bathing, consume neem leaves, take vaccine, avoid public places",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Chicken pox ho sakta hai.
Dengue,skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Dengue ho sakta hai.
Typhoid,chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look (typhos) belly pain,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Typhoid ho sakta hai.
hepatitis A,joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko hepatitis A ho sakta hai.
Hepatitis B,itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.","consult nearest hospital, vaccination, eat healthy, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis B ho sakta hai.
Hepatitis C,fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.","Consult nearest hospital, vaccination, eat healthy, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis C ho sakta hai.
Hepatitis D,joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).","consult doctor, medication, eat healthy, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis D ho sakta hai.
Hepatitis E,joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,"stop alcohol consumption, rest, consult doctor, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hepatitis E ho sakta hai.
Alcoholic hepatitis,vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol","stop alcohol consumption, consult doctor, medication, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Alcoholic hepatitis ho sakta hai.
Tuberculosis,chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.","cover mouth, consult doctor, medication, rest",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Tuberculosis ho sakta hai.
Common Cold,continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Common Cold ho sakta hai.
